2	1	5
5	2	4
6	3	1
3	4	5
4	5	1
6	6	1
3	7	3
2	8	3
2	9	3
3	10	2
6	11	3
4	12	4
1	13	2
2	14	5
4	15	2
6	16	3
7	17	1
6	18	2
3	19	4
6	20	2
4	21	3
3	22	1
2	23	1
5	24	2
1	25	1
1	26	4
1	27	2
5	28	3
2	29	2
5	30	1
7	31	3
2	32	3
3	33	5
2	34	5
5	35	1
7	36	3
4	37	1
2	38	1
5	39	3
3	40	5
6	41	4
6	42	4
2	43	2
6	44	5
5	45	1
6	46	1
2	47	2
3	48	5
1	49	1
6	50	1
6	51	2
2	52	2
4	53	1
4	54	2
6	55	4
1	56	2
7	57	3
4	58	3
1	59	3
3	60	4
7	61	2
5	62	2
4	63	5
7	64	2
2	65	5
4	66	2
2	67	1
7	68	5
6	69	3
1	70	4
4	71	2
2	72	1
7	73	3
6	74	5
6	75	3
7	76	4
1	77	2
6	78	4
5	79	4
3	80	2
6	81	2
7	82	2
5	83	1
4	84	2
5	85	5
7	86	4
7	87	2
6	88	3
6	89	4
2	90	2
7	91	4
4	92	5
5	93	5
3	94	4
6	95	4
5	96	2
1	97	2
4	98	3
7	99	2
4	100	5
1	101	1
2	102	3
7	103	1
3	104	4
3	105	3
3	106	2
1	107	1
3	108	4
6	109	3
2	110	3
1	111	3
3	112	2
4	113	5
5	114	5
6	115	5
6	116	1
2	117	5
3	118	1
3	119	5
1	120	1
1	121	4
7	122	2
2	123	2
2	124	3
5	125	4
1	126	4
5	127	3
3	128	1
3	129	2
7	130	2
5	131	2
2	132	2
6	133	2
5	134	1
2	135	5
3	136	3
4	137	1
5	138	2
2	139	1
7	140	1
5	141	4
2	142	2
5	143	2
7	144	4
6	145	5
4	146	2
3	147	5
7	148	1
3	149	1
7	150	1
6	151	1
1	152	4
3	153	5
3	154	1
4	155	5
5	156	2
2	157	2
2	158	2
3	159	3
7	160	5
1	161	5
4	162	5
1	163	2
2	164	2
7	165	5
6	166	5
6	167	5
6	168	3
2	169	4
6	170	4
7	171	2
1	172	5
5	173	1
3	174	5
6	175	5
4	176	4
2	177	5
1	178	4
3	179	1
4	180	2
7	181	5
4	182	2
3	183	4
4	184	5
5	185	4
6	186	4
6	187	4
2	188	1
4	189	4
5	190	2
3	191	1
5	192	2
3	193	1
2	194	5
3	195	1
6	196	2
7	197	5
1	198	3
4	199	3
6	200	3
5	201	3
6	202	5
2	203	2
2	204	3
4	205	5
2	206	4
4	207	5
3	208	2
4	209	1
6	210	2
4	211	1
6	212	3
7	213	3
4	214	2
1	215	5
3	216	2
3	217	4
2	218	5
6	219	4
5	220	4
4	221	4
2	222	2
3	223	4
7	224	4
1	225	2
6	226	4
6	227	4
4	228	2
4	229	1
4	230	3
5	231	5
1	232	3
2	233	2
2	234	5
7	235	4
7	236	2
4	237	5
6	238	3
7	239	3
2	240	2
3	241	1
3	242	5
6	243	3
6	244	2
6	245	1
3	246	1
7	247	2
6	248	3
5	249	1
6	250	1
6	251	1
1	252	3
6	253	4
7	254	4
5	255	5
5	256	5
1	257	4
3	258	4
2	259	3
4	260	3
7	261	1
1	262	1
2	263	1
5	264	3
4	265	1
5	266	5
3	267	3
6	268	2
3	269	3
6	270	5
6	271	3
2	272	5
1	273	1
4	274	5
5	275	1
2	276	1
7	277	5
2	278	3
1	279	5
1	280	5
6	281	1
2	282	1
3	283	3
3	284	1
5	285	2
3	286	5
2	287	2
3	288	4
5	289	5
6	290	1
7	291	4
1	292	2
1	293	2
1	294	3
2	295	2
7	296	1
1	297	1
2	298	4
6	299	4
1	300	5
7	301	1
7	302	4
6	303	5
6	304	1
7	305	5
2	306	1
4	307	4
5	308	5
6	309	5
3	310	1
1	311	3
5	312	5
3	313	1
2	314	2
7	315	3
7	316	5
2	317	1
7	318	5
7	319	2
7	320	3
1	321	4
1	322	1
1	323	4
5	324	3
6	325	2
4	326	1
1	327	2
7	328	2
3	329	2
3	330	5
1	331	1
1	332	2
1	333	5
3	334	4
5	335	2
3	336	4
3	337	3
3	338	5
6	339	3
7	340	2
7	341	3
1	342	2
4	343	2
3	344	3
4	345	1
7	346	5
1	347	3
3	348	1
5	349	2
2	350	3
1	351	5
1	352	4
1	353	3
6	354	3
7	355	2
6	356	1
5	357	5
7	358	2
1	359	5
6	360	2
6	361	5
6	362	1
6	363	2
3	364	3
3	365	4
4	366	5
3	367	1
7	368	5
1	369	5
6	370	2
7	371	1
3	372	5
2	373	4
6	374	4
5	375	2
3	376	2
4	377	3
5	378	1
3	379	3
6	380	5
5	381	4
7	382	2
3	383	3
7	384	1
1	385	4
7	386	4
3	387	4
4	388	3
3	389	3
1	390	2
5	391	5
3	392	2
5	393	1
3	394	4
2	395	1
4	396	4
4	397	4
3	398	2
1	399	3
3	400	4
3	401	2
4	402	4
1	403	2
6	404	2
6	405	1
3	406	5
3	407	4
6	408	5
5	409	2
1	410	5
6	411	1
6	412	3
2	413	2
6	414	5
2	415	2
7	416	1
7	417	3
5	418	5
1	419	1
2	420	3
2	421	2
3	422	4
3	423	3
4	424	3
3	425	2
2	426	1
7	427	2
1	428	1
3	429	1
2	430	2
7	431	1
2	432	4
7	433	3
5	434	5
4	435	1
1	436	2
7	437	2
4	438	3
5	439	2
7	440	1
6	441	4
6	442	2
1	443	5
3	444	2
5	445	5
2	446	2
2	447	1
3	448	4
3	449	5
4	450	5
1	451	2
4	452	4
1	453	4
4	454	2
6	455	3
6	456	3
5	457	3
1	458	2
7	459	4
1	460	5
2	461	5
6	462	4
6	463	4
4	464	1
5	465	4
5	466	5
5	467	3
2	468	5
7	469	5
6	470	1
7	471	1
5	472	4
7	473	2
2	474	3
1	475	2
7	476	1
5	477	4
6	478	4
4	479	3
6	480	2
4	481	3
2	482	3
6	483	2
4	484	5
4	485	3
3	486	4
5	487	3
7	488	5
5	489	2
4	490	4
6	491	2
4	492	5
7	493	3
3	494	5
1	495	3
1	496	1
2	497	3
6	498	5
6	499	5
2	500	2
4	501	1
6	502	2
3	503	4
7	504	2
2	505	4
5	506	4
7	507	2
7	508	5
7	509	1
4	510	1
2	511	3
2	512	4
3	513	5
4	514	4
6	515	1
1	516	4
1	517	5
3	518	1
7	519	5
3	520	2
2	521	3
6	522	1
5	523	5
6	524	2
3	525	3
1	526	2
7	527	2
6	528	5
6	529	4
2	530	2
6	531	1
3	532	4
4	533	3
5	534	5
7	535	2
1	536	5
2	537	5
2	538	4
5	539	2
5	540	5
6	541	2
1	542	2
5	543	1
1	544	2
1	545	1
7	546	1
1	547	5
4	548	5
1	549	2
5	550	4
4	551	5
6	552	1
6	553	4
5	554	5
7	555	4
6	556	1
2	557	4
7	558	4
1	559	1
5	560	4
5	561	3
1	562	3
6	563	5
7	564	1
4	565	5
1	566	2
1	567	1
1	568	4
5	569	1
1	570	3
4	571	1
4	572	4
4	573	2
1	574	3
4	575	1
1	576	2
1	577	5
7	578	5
6	579	2
1	580	5
3	581	5
4	582	5
2	583	5
7	584	4
7	585	2
3	586	5
5	587	1
4	588	4
5	589	3
5	590	2
5	591	1
5	592	3
3	593	3
1	594	4
2	595	2
5	596	1
7	597	5
3	598	4
3	599	5
6	600	3
7	601	2
7	602	1
1	603	5
4	604	4
1	605	3
6	606	4
1	607	5
2	608	3
7	609	2
5	610	2
2	611	4
7	612	1
3	613	2
1	614	4
1	615	1
3	616	4
5	617	5
1	618	2
6	619	2
5	620	4
3	621	5
7	622	1
7	623	2
6	624	5
1	625	4
4	626	2
2	627	3
5	628	2
6	629	3
2	630	2
1	631	5
1	632	4
2	633	4
6	634	2
4	635	3
5	636	4
3	637	4
5	638	1
2	639	1
6	640	4
4	641	5
3	642	3
6	643	3
1	644	3
4	645	3
7	646	5
2	647	4
7	648	2
4	649	2
1	650	3
6	651	4
7	652	1
1	653	3
6	654	3
4	655	3
3	656	2
5	657	1
1	658	1
2	659	1
6	660	2
3	661	5
2	662	3
2	663	4
6	664	4
6	665	2
3	666	1
3	667	1
2	668	2
4	669	3
3	670	1
6	671	5
1	672	1
1	673	1
1	674	5
6	675	2
3	676	4
3	677	1
7	678	2
4	679	4
2	680	2
7	681	2
4	682	5
2	683	1
4	684	1
7	685	5
2	686	4
5	687	4
2	688	3
1	689	4
1	690	5
5	691	5
7	692	5
4	693	3
4	694	4
2	695	4
1	696	2
3	697	4
5	698	1
4	699	3
5	700	3
2	701	2
5	702	3
2	703	3
7	704	4
3	705	3
2	706	1
1	707	1
2	708	5
2	709	3
5	710	3
6	711	3
3	712	2
2	713	5
6	714	5
1	715	5
3	716	1
6	717	4
7	718	5
4	719	3
1	720	4
1	721	4
1	722	2
6	723	4
1	724	4
4	725	5
3	726	3
3	727	3
4	728	1
5	729	5
7	730	4
2	731	1
2	732	3
5	733	1
2	734	2
7	735	3
7	736	4
3	737	2
6	738	1
3	739	4
3	740	1
4	741	4
6	742	1
4	743	5
2	744	2
5	745	1
3	746	2
4	747	1
6	748	2
5	749	5
6	750	4
1	751	5
5	752	4
5	753	5
7	754	4
5	755	2
2	756	5
6	757	5
6	758	5
7	759	5
5	760	5
4	761	1
1	762	1
1	763	4
1	764	3
5	765	5
4	766	5
6	767	2
4	768	2
5	769	3
6	770	1
1	771	3
3	772	2
6	773	3
4	774	5
3	775	1
4	776	2
5	777	5
7	778	4
4	779	3
3	780	1
4	781	5
1	782	4
4	783	4
7	784	4
4	785	5
1	786	2
2	787	1
6	788	4
2	789	4
2	790	1
2	791	4
3	792	3
3	793	3
1	794	5
6	795	4
6	796	3
7	797	4
5	798	4
4	799	2
3	800	3
2	801	1
4	802	3
7	803	5
7	804	3
6	805	3
3	806	5
1	807	4
3	808	1
1	809	2
5	810	4
5	811	2
7	812	3
6	813	5
1	814	1
4	815	5
6	816	4
5	817	1
7	818	1
1	819	1
6	820	2
6	821	4
1	822	3
4	823	5
4	824	5
4	825	2
4	826	4
7	827	5
6	828	5
6	829	3
7	830	3
7	831	4
5	832	1
5	833	4
1	834	4
3	835	5
4	836	1
4	837	1
7	838	4
6	839	5
4	840	5
1	841	1
1	842	3
4	843	5
7	844	5
1	845	4
6	846	3
3	847	3
5	848	5
3	849	3
4	850	1
6	851	3
4	852	5
2	853	4
5	854	3
7	855	3
6	856	4
