1866	1
3876	2
1698	3
5205	4
5001	5
5966	6
4294	7
1131	8
6616	9
9006	10
3706	11
1663	12
4770	13
3446	14
1035	15
6860	16
8019	17
7216	18
9816	19
8757	20
1714	21
4564	22
7747	23
7655	24
5426	25
6797	26
7261	27
8316	28
8064	29
6628	30
57	31
3898	32
3693	33
4154	34
7149	35
1592	36
1652	37
6122	38
8418	39
9135	40
6763	41
7722	42
7788	43
8653	44
8831	45
90	46
2055	47
9168	48
7237	49
1276	50
1674	51
5218	52
2067	53
6297	54
516	55
2698	56
2481	57
6915	58
93	59
3834	60
3532	61
6300	62
6506	63
66	64
8565	65
1661	66
4262	67
573	68
2384	69
3805	70
22	71
1276	72
7255	73
667	74
6450	75
4480	76
1243	77
7871	78
4814	79
5359	80
4301	81
6627	82
2564	83
7795	84
1004	85
8786	86
9	87
5204	88
6609	89
7187	90
4553	91
5450	92
6620	93
7044	94
6113	95
5088	96
8978	97
5990	98
9940	99
6485	100
5762	101
3028	102
9703	103
5295	104
3270	105
2462	106
1413	107
7867	108
49	109
9707	110
2946	111
6840	112
7938	113
2945	114
8046	115
6257	116
9703	117
9143	118
2851	119
7159	120
5485	121
566	122
2367	123
6973	124
3283	125
7902	126
817	127
3932	128
432	129
8034	130
419	131
7659	132
900	133
2499	134
1378	135
331	136
7931	137
8291	138
2292	139
7731	140
4466	141
2168	142
859	143
5493	144
2168	145
3037	146
7122	147
1968	148
291	149
8356	150
2553	151
6397	152
4899	153
8670	154
2128	155
8991	156
9570	157
1911	158
7263	159
724	160
1240	161
9154	162
6960	163
4487	164
3383	165
4352	166
3560	167
8947	168
5855	169
4943	170
1951	171
4172	172
9934	173
4865	174
1771	175
3435	176
1813	177
3982	178
9374	179
1668	180
2905	181
5148	182
3640	183
1180	184
4095	185
8742	186
675	187
5393	188
5008	189
7488	190
7696	191
1931	192
7152	193
6483	194
42	195
172	196
7536	197
255	198
1545	199
2205	200
1678	201
7067	202
3556	203
740	204
2112	205
1906	206
2300	207
213	208
631	209
6140	210
3660	211
4206	212
7013	213
3409	214
5918	215
2025	216
7584	217
5205	218
2688	219
1566	220
2060	221
8241	222
4870	223
2214	224
439	225
9426	226
755	227
4943	228
5257	229
5305	230
536	231
5583	232
659	233
9661	234
5481	235
1179	236
8879	237
8724	238
3759	239
637	240
79	241
6143	242
7299	243
8319	244
9790	245
9227	246
7872	247
8326	248
239	249
1287	250
6445	251
1336	252
9673	253
4243	254
6886	255
1215	256
4822	257
4820	258
7126	259
2604	260
6072	261
9706	262
5013	263
812	264
9243	265
6698	266
7431	267
541	268
4454	269
6419	270
1545	271
2304	272
1737	273
2708	274
6773	275
8979	276
3733	277
5827	278
7633	279
3646	280
7096	281
1258	282
3287	283
4525	284
2205	285
3888	286
1304	287
3000	288
822	289
8447	290
6168	291
6703	292
3407	293
6689	294
5341	295
9904	296
4455	297
9196	298
4097	299
1854	300
2004	301
5613	302
935	303
4923	304
7511	305
1597	306
6724	307
2690	308
5536	309
6390	310
7118	311
6288	312
6455	313
1946	314
2081	315
1998	316
3737	317
7103	318
6340	319
8355	320
2410	321
560	322
2694	323
7066	324
322	325
1503	326
1835	327
2290	328
7262	329
8553	330
4188	331
3215	332
2654	333
6328	334
4875	335
7991	336
402	337
1699	338
5881	339
5112	340
833	341
3250	342
6825	343
1104	344
6634	345
2444	346
9101	347
3714	348
3108	349
5605	350
2062	351
6707	352
4578	353
2673	354
7198	355
9509	356
2037	357
6176	358
1962	359
2616	360
7643	361
1305	362
4124	363
1973	364
8444	365
999	366
8688	367
2182	368
5484	369
